id,description,name,path,path_with_namespace,created_at,default_branch,tag_list,topics,ssh_url_to_repo,http_url_to_repo,web_url,readme_url,forks_count,star_count,empty_repo,archived,visibility,creator_id,open_issues_count,namespace.id,namespace.name,namespace.path,namespace.kind,namespace.full_path,namespace.parent_id,namespace.web_url
68862781,"A multi-purpose ARM-based small piggy-back PCB with Linux support,
Ethernet, USB, sound, graphic LCD and lots of I/O pins.

",ARMadillo,armadillo,ohwr/project/armadillo,2025-04-10T14:22:29.256Z,master,[],[],git@gitlab.com:ohwr/project/armadillo.git,https://gitlab.com/ohwr/project/armadillo.git,https://gitlab.com/ohwr/project/armadillo,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68862616,"A simple 4-lane PCIe carrier for a low pin count FPGA Mezzanine Card
(VITA 57). It supports the White Rabbit timing and control network.
Commercially available. Linux and Labview drivers available for some
mezzanine cards.  
[More info at the Wiki page](https://gitlab.com/ohwr/project/spec/-/wikis)

",Simple PCIe FMC carrier SPEC,spec,ohwr/project/spec,2025-04-10T14:19:26.575Z,master,[],[],git@gitlab.com:ohwr/project/spec.git,https://gitlab.com/ohwr/project/spec.git,https://gitlab.com/ohwr/project/spec,https://gitlab.com/ohwr/project/spec/-/blob/master/README.rst,0,0,FALSE,FALSE,public,2091140,50,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68862557,"The level conversion board project hosts a set of boards in VME form
factor, with additional remote diagnostics/monitoring via I2C.

",Level conversion circuits,level-conversion,ohwr/project/level-conversion,2025-04-10T14:18:05.218Z,master,[],[],git@gitlab.com:ohwr/project/level-conversion.git,https://gitlab.com/ohwr/project/level-conversion.git,https://gitlab.com/ohwr/project/level-conversion,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68862520,"A three-channel TTL to NIM (Nuclear Instrumentation Module) level
conversion board in VME form factor.  
[More info at the Wiki
page](https://gitlab.com/ohwr/project/conv-ttl-nim-3i-30o/-/wikis)

",Conv TTL NIM 3in 30out,conv-ttl-nim-3i-30o,ohwr/project/conv-ttl-nim-3i-30o,2025-04-10T14:17:16.180Z,master,[],[],git@gitlab.com:ohwr/project/conv-ttl-nim-3i-30o.git,https://gitlab.com/ohwr/project/conv-ttl-nim-3i-30o.git,https://gitlab.com/ohwr/project/conv-ttl-nim-3i-30o,,0,0,FALSE,FALSE,public,2091140,1,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68862406,"DDR3 controller with two pipelined Wishbone slave ports. It is based on
the Spartan6 hardware core and a management core generated by Xilinx
CoreGen.

",DDR3 controller for Spartan6,ddr3-sp6-core,ohwr/project/ddr3-sp6-core,2025-04-10T14:14:12.426Z,master,[],[],git@gitlab.com:ohwr/project/ddr3-sp6-core.git,https://gitlab.com/ohwr/project/ddr3-sp6-core.git,https://gitlab.com/ohwr/project/ddr3-sp6-core,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68862269,"A High Pin Count FMC carrier in VXS format with two Virtex 5 FPGAs plus
a DSP on board.

",VXS DSP FMC carrier,vxs-dsp-fmc-carrier,ohwr/project/vxs-dsp-fmc-carrier,2025-04-10T14:11:01.834Z,master,[],[],git@gitlab.com:ohwr/project/vxs-dsp-fmc-carrier.git,https://gitlab.com/ohwr/project/vxs-dsp-fmc-carrier.git,https://gitlab.com/ohwr/project/vxs-dsp-fmc-carrier,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68862255,"RHINO (Reconfigurable Hardware Interface for computiNg and radiO) is a
compute platform consisting of a FPGA element with dedicated memory,
high speed communication, and FMC-LPC (Vita 57.1) IO expansion slots,
all controlled via an ARM Cortex A8 processor running the
[BORPH](http://www.eee.hku.hk/~hso/borph.html) operating system.

<table>
<tbody>
<tr class=""odd"">
<td><img src=""https://gitlab.com/ohwr/attachments/download/2522/Rhino_lowres.jpg"" alt="""" /></td>
<td><img src=""https://gitlab.com/ohwr/attachments/download/2521/Rhino-logo-sm.jpg"" alt="""" /></td>
</tr>
</tbody>
</table>

For progress updates, follow us on twitter
[@rhinoplatform](https://twitter.com/rhinoplatform)
![](http://www.sdrg.ee.uct.ac.za/logo/twitter-sm.png)

",RHINO,rhino-hardware-01,ohwr/project/rhino-hardware-01,2025-04-10T14:10:39.068Z,master,[],[],git@gitlab.com:ohwr/project/rhino-hardware-01.git,https://gitlab.com/ohwr/project/rhino-hardware-01.git,https://gitlab.com/ohwr/project/rhino-hardware-01,,0,0,FALSE,FALSE,public,2091140,1,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68861997,"A Virtex6-based optical link interface AMC equipped with SFP+ and FMC
sockets

",Optical link interface AMC,glib,ohwr/project/glib,2025-04-10T14:04:20.940Z,master,[],[],git@gitlab.com:ohwr/project/glib.git,https://gitlab.com/ohwr/project/glib.git,https://gitlab.com/ohwr/project/glib,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68861897,"An FPGA Mezzanine Card (FMC) with a Time to Digital Converter chip to
perform one-shot sub-nanosecond time interval measurements. Commercially
available.  
[More info at the Wiki page](https://gitlab.com/ohwr/project/fmc-tdc/-/wikis)

",FMC TDC 1ns 5cha,fmc-tdc,ohwr/project/fmc-tdc,2025-04-10T14:01:13.977Z,master,[],[],git@gitlab.com:ohwr/project/fmc-tdc.git,https://gitlab.com/ohwr/project/fmc-tdc.git,https://gitlab.com/ohwr/project/fmc-tdc,https://gitlab.com/ohwr/project/fmc-tdc/-/blob/master/README.rst,0,0,FALSE,FALSE,public,2091140,1,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68861865,"An FMC to test the correct mounting of FMC connectors on FMC carrier
boards.

",FMC Carrier tester,fmc-conn-tester,ohwr/project/fmc-conn-tester,2025-04-10T14:00:15.337Z,master,[],[],git@gitlab.com:ohwr/project/fmc-conn-tester.git,https://gitlab.com/ohwr/project/fmc-conn-tester.git,https://gitlab.com/ohwr/project/fmc-conn-tester,,0,0,FALSE,FALSE,public,2091140,1,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68861795,"Tool for generating multi-purpose makefiles for FPGA projects.

Main features:

  - makefile generation for:
      - fetching modules from repositories
      - simulating HDL projects
      - synthesizing HDL projects
      - synthesizing projects remotely (keeping your local resources
        free)
  - generating multi-vendor project files (no clicking in the IDE\!)
  - many other things without involving make and makefiles

Hdlmake supports **modularity**, **scalability**, **revision control
systems**. Hdlmake can be run on any Linux or Windows machine with any
HDL  
[More info at the Wiki page](https://gitlab.com/ohwr/project/hdl-make/-/wikis)

",Hdlmake,hdl-make,ohwr/project/hdl-make,2025-04-10T13:58:20.979Z,master,[],[],git@gitlab.com:ohwr/project/hdl-make.git,https://gitlab.com/ohwr/project/hdl-make.git,https://gitlab.com/ohwr/project/hdl-make,,4,0,FALSE,FALSE,public,2091140,21,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68861757,"An HPC FMC with 4 Digital to Analog Converter channels working at 250
MS/s with 16-bit resolution.

  - [More information on the wiki
    page](https://gitlab.com/ohwr/project/fmc-dac-250m16b4cha/-/wikis)

<!-- end list -->

  - The design is currently used only for the CERN RF-group purposes

",FMC DAC 250M 16b 4cha,fmc-dac-250m16b4cha,ohwr/project/fmc-dac-250m16b4cha,2025-04-10T13:57:03.915Z,master,[],[],git@gitlab.com:ohwr/project/fmc-dac-250m16b4cha.git,https://gitlab.com/ohwr/project/fmc-dac-250m16b4cha.git,https://gitlab.com/ohwr/project/fmc-dac-250m16b4cha,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68861740,"SPI Boards Package is a set of electronic boards developed at Soleil
Synchrotron (France). These boards can be connected together in a daisy
chain and they communicate with an embedded controller via an SPI Bus.
They provide the following features:

\- Platform allowing us to build specific solutions with simple and open
tools.

\- Modular architecture.

\- Provide solutions for applications which require synchronization.

\- Low level process implementation to achieve better performance.  
\- Easy Control network connection

The main CPU board contains a microprocessor. It manages a task for
communication with the supervision, an embedded process and SPI
communication with the peripheral boards.  
We have a modular approach that means we can make various Peripheral
board combinations between 16-bit DAC, 16-bit ADC, and a calculator
board for motor encoder.

",SPI Boards Package,spi-board-package,ohwr/project/spi-board-package,2025-04-10T13:56:42.997Z,master,[],[],git@gitlab.com:ohwr/project/spi-board-package.git,https://gitlab.com/ohwr/project/spi-board-package.git,https://gitlab.com/ohwr/project/spi-board-package,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68861353,"A collection of cores needed in the White Rabbit node and switch.
Includes White Rabbit PTP Core (WRPC).

",White Rabbit core collection,wr-cores,ohwr/project/wr-cores,2025-04-10T13:49:21.854Z,master,[],[],git@gitlab.com:ohwr/project/wr-cores.git,https://gitlab.com/ohwr/project/wr-cores.git,https://gitlab.com/ohwr/project/wr-cores,https://gitlab.com/ohwr/project/wr-cores/-/blob/master/README.md,4,5,FALSE,FALSE,public,2091140,35,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68861089,"FmcDIO5chTTLa is a 5-bit port digital IO card in FMC form-factor. Each
single-bit port can be configured individually as input or output. The
I/Os on LEMO 00 connectors are TTL compatible. Commercially available.  
[More info at the Wiki
page](https://gitlab.com/ohwr/project/fmc-dio-5chttla/-/wikis)

",FMC DIO 5ch TTL a,fmc-dio-5chttla,ohwr/project/fmc-dio-5chttla,2025-04-10T13:44:10.069Z,master,[],[],git@gitlab.com:ohwr/project/fmc-dio-5chttla.git,https://gitlab.com/ohwr/project/fmc-dio-5chttla.git,https://gitlab.com/ohwr/project/fmc-dio-5chttla,https://gitlab.com/ohwr/project/fmc-dio-5chttla/-/blob/master/README.md,0,0,FALSE,FALSE,public,2091140,6,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68861044,"A Time to Digital Converter core for Spartan 6 FPGAs.

",TDC core,tdc-core,ohwr/project/tdc-core,2025-04-10T13:42:41.337Z,master,[],[],git@gitlab.com:ohwr/project/tdc-core.git,https://gitlab.com/ohwr/project/tdc-core.git,https://gitlab.com/ohwr/project/tdc-core,https://gitlab.com/ohwr/project/tdc-core/-/blob/master/README,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68860921,"A software suite written in Python to help with production tests of
PCBs. AKA PTS.

",Production Test Suite,pts,ohwr/project/pts,2025-04-10T13:39:53.123Z,master,[],[],git@gitlab.com:ohwr/project/pts.git,https://gitlab.com/ohwr/project/pts.git,https://gitlab.com/ohwr/project/pts,https://gitlab.com/ohwr/project/pts/-/blob/master/README,0,0,FALSE,FALSE,public,2091140,9,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68858212,"A simple VME64x carrier for two low pin count FPGA Mezzanine Cards (VITA
57). It has memory and clocking resources and supports the White Rabbit
timing and control network. Commercially available.  
[More info at the Wiki page](https://gitlab.com/ohwr/project/svec/-/wikis)

",Simple VME FMC Carrier SVEC,svec,ohwr/project/svec,2025-04-10T12:30:08.194Z,master,[],[],git@gitlab.com:ohwr/project/svec.git,https://gitlab.com/ohwr/project/svec.git,https://gitlab.com/ohwr/project/svec,https://gitlab.com/ohwr/project/svec/-/blob/master/README.rst,0,0,FALSE,FALSE,public,2091140,14,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68858182,"An FMC board with an analog 125 MS/s input and an analog 600 MS/s output
for RF applications.

  - [More info at the Wiki
    page](https://gitlab.com/ohwr/project/fmc-adc125m14b1ch-dac600m14b1ch/-/wikis)

",FMC ADC 125M 14b 1ch DAC 600M 14b 1ch,fmc-adc125m14b1ch-dac600m14b1ch,ohwr/project/fmc-adc125m14b1ch-dac600m14b1ch,2025-04-10T12:29:27.270Z,master,[],[],git@gitlab.com:ohwr/project/fmc-adc125m14b1ch-dac600m14b1ch.git,https://gitlab.com/ohwr/project/fmc-adc125m14b1ch-dac600m14b1ch.git,https://gitlab.com/ohwr/project/fmc-adc125m14b1ch-dac600m14b1ch,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68858119,"An FMC for clock & data recovery from optical sources.

",Optical Clock and Data Recovery FMC,optical-cdr-fmc,ohwr/project/optical-cdr-fmc,2025-04-10T12:27:02.557Z,master,[],[],git@gitlab.com:ohwr/project/optical-cdr-fmc.git,https://gitlab.com/ohwr/project/optical-cdr-fmc.git,https://gitlab.com/ohwr/project/optical-cdr-fmc,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68858103,"The FmcAdc1G8b2cha is a 2 channel 1GSPS 8 bit ADC card in FMC (FPGA
Mezzanine Card, VITA 57.1) format using a Low Pin-Count (LPC) connector.

[More info at the Wiki
Page](https://gitlab.com/ohwr/project/fmc-adc-1g8b2cha/-/wikis)

",FMC ADC 1G 8b 2cha,fmc-adc-1g8b2cha,ohwr/project/fmc-adc-1g8b2cha,2025-04-10T12:26:31.464Z,master,[],[],git@gitlab.com:ohwr/project/fmc-adc-1g8b2cha.git,https://gitlab.com/ohwr/project/fmc-adc-1g8b2cha.git,https://gitlab.com/ohwr/project/fmc-adc-1g8b2cha,,0,0,FALSE,FALSE,public,2091140,33,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68857881,"We have designed an FPGA Mezzanine card (standard FMC/Vita 57) for
high-channel-count electrophysiology, with 128 channels (potentially up
to 512), based upon Intan Tech's RHA2132 (2 uV rms input-referred
noise), sampled at 25kHz 18bit by AD7982. We are basing our design on
the reference design provided by Reid Harrison of Intan Tech for their
16-channel evaluation board. The expected cost of the device should be
under 5000$.

In order to have an integrated solution we intend to have as default
carrier the Opal Kelly Shuttle LX1, an inexpensive USB FMC carrier with
an excellent USB controller. The integrated solution will be completed
with software on the PC side to grab to disk continuously and/or display
in some fashion all 128 channels.

Our status: We have an alpha card. It has passed most tests---we can
grab from any channel at 1MS/s. We have an alpha microcode: it grabs
from any channel and stores on the PC.

Our current team:  
Marcelo Magnasco (Rockefeller University, New York), design.  
Andres Cicuttin (ICTP, Trieste), schematics + fpga  
Maria Liz Crespo (ICTP, Trieste), fpga  
Sanjee Abeytunge (MSKCC, New York) layout  
Nicholas Joseph (RU) Macintosh drivers

",HiCCE-FMC-128,hicce-fmc-128,ohwr/project/hicce-fmc-128,2025-04-10T12:21:06.226Z,master,[],[],git@gitlab.com:ohwr/project/hicce-fmc-128.git,https://gitlab.com/ohwr/project/hicce-fmc-128.git,https://gitlab.com/ohwr/project/hicce-fmc-128,https://gitlab.com/ohwr/project/hicce-fmc-128/-/blob/master/README.md,0,0,FALSE,FALSE,public,2091140,1,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68857839,"A QDR II RAM controller for the Virtex 6 FPGA family. This core is
compliant with the Wishbone bus.

",QDR II controller for Virtex 6,qdr2-v6-core,ohwr/project/qdr2-v6-core,2025-04-10T12:20:15.102Z,master,[],[],git@gitlab.com:ohwr/project/qdr2-v6-core.git,https://gitlab.com/ohwr/project/qdr2-v6-core.git,https://gitlab.com/ohwr/project/qdr2-v6-core,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68857506,"The FmcAdc250M12b2cha is a 2 channel 250MSPS 12 bit ADC card in FMC
(FPGA Mezzanine Card) format using an LPC connector. The gain can be set
by software in three steps: */-50mV,*/-0.5V, */-5V. An advanced offset
circuit is used in the front-end design of the ADC board, and allows a
voltage shift in the range of*/- 5V that is independent on the chosen
gain range.

",FMC ADC 250M 12b 2cha,fmc-adc-250m12b2cha,ohwr/project/fmc-adc-250m12b2cha,2025-04-10T12:13:09.677Z,master,[],[],git@gitlab.com:ohwr/project/fmc-adc-250m12b2cha.git,https://gitlab.com/ohwr/project/fmc-adc-250m12b2cha.git,https://gitlab.com/ohwr/project/fmc-adc-250m12b2cha,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68857423,"FMC carrier equipped with a Power PC embedded processor. In addition to
the SPEC it has 2 gigabit Ethernet ports, one mini PCIe connector and
USB 2.0 HS. It is supplied from a single 12V and runs Linux. The FPGA is
configured from the processor and also interfaced using PCI Express x1
and a local bus. The system boots from on-board NAND or NOR flash
memory.

",FMC PowerPC carrier SPEC-based,powec,ohwr/project/powec,2025-04-10T12:11:13.397Z,master,[],[],git@gitlab.com:ohwr/project/powec.git,https://gitlab.com/ohwr/project/powec.git,https://gitlab.com/ohwr/project/powec,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68857396,"It is a simple, low-cost measurement device equipped with GPS, GPRS
modem, keyboard, display and LiOn battery. It can be also
supplied/charged via a USB connector.  
It is enclosed in a nice-looking Hammond enclosure. It also has 3 RJ50
connectors that enable connection of various types of sensors.  
Each sensor can be connected using UART, I2C, SPI, 1-wire or analog
interface. The device connects with a remote server which is also part
of the development.  
We want to use them at Warsaw University of Technology to build a
distributed network of sensors.

",Handheld measurement terminal,hmt-3cha,ohwr/project/hmt-3cha,2025-04-10T12:10:03.689Z,master,[],[],git@gitlab.com:ohwr/project/hmt-3cha.git,https://gitlab.com/ohwr/project/hmt-3cha.git,https://gitlab.com/ohwr/project/hmt-3cha,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68857377,"A project to host all software and hardware developments related to
testing the White Rabbit switch.

",White Rabbit Switch - Testing,wr-switch-testing,ohwr/project/wr-switch-testing,2025-04-10T12:09:41.138Z,master,[],[],git@gitlab.com:ohwr/project/wr-switch-testing.git,https://gitlab.com/ohwr/project/wr-switch-testing.git,https://gitlab.com/ohwr/project/wr-switch-testing,https://gitlab.com/ohwr/project/wr-switch-testing/-/blob/master/README,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68857314,"A White Rabbit compliant Network Interface Card (NIC) based on the
[SPEC](https://gitlab.com/ohwr/project/spec/-/wikis) and the [DIO
FMC](https://gitlab.com/ohwr/project/fmc-dio-5chttla/-/wikis). This project
hosts the HDL and associated software to configure the SPEC so it
behaves as a NIC under the Linux OS.

",White Rabbit Network Interface Card,wr-nic,ohwr/project/wr-nic,2025-04-10T12:08:07.572Z,master,[],[],git@gitlab.com:ohwr/project/wr-nic.git,https://gitlab.com/ohwr/project/wr-nic.git,https://gitlab.com/ohwr/project/wr-nic,,0,0,FALSE,FALSE,public,2091140,2,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68857216,"A Precise Time Protocol (PTP, IEEE 1588) software stack whose single
source code can be compiled for many architectures (POSIX systems, WR
switch, WR node, ...) and which is easily extensible.

",PPSi,ppsi,ohwr/project/ppsi,2025-04-10T12:05:20.633Z,master,[],[],git@gitlab.com:ohwr/project/ppsi.git,https://gitlab.com/ohwr/project/ppsi.git,https://gitlab.com/ohwr/project/ppsi,,1,2,FALSE,FALSE,public,2091140,57,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68856992,"The Electronics Design project gives helpful entry points for
electronics engineers. VHDL coding, design reviews, components,
production, assembly and testing are some subjects.  
[More info at the Wiki page](https://gitlab.com/ohwr/project/ed/-/wikis)

",Electronics Design,ed,ohwr/project/ed,2025-04-10T11:59:11.456Z,master,[],[],git@gitlab.com:ohwr/project/ed.git,https://gitlab.com/ohwr/project/ed.git,https://gitlab.com/ohwr/project/ed,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68856871,"This project covers the hardware development of the White Rabbit switch.

",White Rabbit Switch - Hardware,wr-switch-hw,ohwr/project/wr-switch-hw,2025-04-10T11:56:24.144Z,master,[],[],git@gitlab.com:ohwr/project/wr-switch-hw.git,https://gitlab.com/ohwr/project/wr-switch-hw.git,https://gitlab.com/ohwr/project/wr-switch-hw,,0,0,FALSE,FALSE,public,2091140,12,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68856779,"The B-Train integrator is a 2 differential channel 2MSPS 18 bit ADC card
in FMC (FPGA Mezzanine Card) format. It uses an LPC VITA57 connector.
The gain can be set by hardware (default = 1). A gain & offset
self-calibrating function is also implemented. This function uses a 1ppm
20-Bit DAC (AD5791) as a reference and can be programmed as a
differential voltage source. The card also includes 8 input/output LVDS
pairs and a 10-bit port digital IO where each single-bit port can be
configured individually as input or output. The I/Os that are on
micro-HDMI connectors are TTL or LVDS compatible.

",FMC ADC 2M 18b 2ch DAC 500k 20b 1ch,fmc-adc2m18b2ch-dac500k20b1ch,ohwr/project/fmc-adc2m18b2ch-dac500k20b1ch,2025-04-10T11:54:12.096Z,master,[],[],git@gitlab.com:ohwr/project/fmc-adc2m18b2ch-dac500k20b1ch.git,https://gitlab.com/ohwr/project/fmc-adc2m18b2ch-dac500k20b1ch.git,https://gitlab.com/ohwr/project/fmc-adc2m18b2ch-dac500k20b1ch,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68856694,"The AsyncArt Project is comprised by a set of Open-Source HDL libraries and examples
targeted to the efficient implementation of Globally Asynchronous, Locally Synchronous (GALS)
design architectures over Commercial-Off-The-Shelf FPGA devices.",AsyncArt,asyncart,ohwr/project/asyncart,2025-04-10T11:52:22.770Z,master,[],[],git@gitlab.com:ohwr/project/asyncart.git,https://gitlab.com/ohwr/project/asyncart.git,https://gitlab.com/ohwr/project/asyncart,https://gitlab.com/ohwr/project/asyncart/-/blob/master/README.md,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68856587,"The TimEX3 is a multipurpose compact PCI board designed to perform
simple to medium complex logical functions.  
It is mainly used for the synchronization system of SOLEIL (signal
duplication, top-up gating, etc.).  
This board is based on a Spartan-6 FPGA and PLX PCI9030 interface.  
It is designed with [KiCad](http://www.kicad-pcb.org) software, and
released under CERN OHL License.

",TimEX3,timex3,ohwr/project/timex3,2025-04-10T11:50:29.552Z,master,[],[],git@gitlab.com:ohwr/project/timex3.git,https://gitlab.com/ohwr/project/timex3.git,https://gitlab.com/ohwr/project/timex3,https://gitlab.com/ohwr/project/timex3/-/blob/master/readme.txt,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68856415,"4-channel 16-bit 250 MS/s (700 MHz analog input bandwidth) ADC
(ISLA216P25) FMC module.

",FMC ADC 250M 16b 4cha,fmc-adc-250m-16b-4cha,ohwr/project/fmc-adc-250m-16b-4cha,2025-04-10T11:46:08.535Z,master,[],[],git@gitlab.com:ohwr/project/fmc-adc-250m-16b-4cha.git,https://gitlab.com/ohwr/project/fmc-adc-250m-16b-4cha.git,https://gitlab.com/ohwr/project/fmc-adc-250m-16b-4cha,https://gitlab.com/ohwr/project/fmc-adc-250m-16b-4cha/-/blob/master/README.md,0,0,FALSE,FALSE,public,2091140,4,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68856250,"[**SPICONTROLLER**](https://gitlab.com/ohwr/project/spicontroller/-/wikis)
is the controller board for the [**SPI Boards
Package**](https://gitlab.com/ohwr/project/spi-board-package/-/wikis). It
manage communication task with control system via Ethernet and with
modular boards via SPI interface. Moreover, specific process can be
embedded into the controller.

",SPICONTROLLER,spicontroller,ohwr/project/spicontroller,2025-04-10T11:39:06.221Z,master,[],[],git@gitlab.com:ohwr/project/spicontroller.git,https://gitlab.com/ohwr/project/spicontroller.git,https://gitlab.com/ohwr/project/spicontroller,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68856200,"This project hosts documentation and code to be contributed by CERN's
BE-CO-HT section to the KiCad PCB design tool.  
[More info at the Wiki
page](https://gitlab.com/ohwr/project/cern-kicad/-/wikis)

",CERN BE-CO-HT contribution to KiCad,cern-kicad,ohwr/project/cern-kicad,2025-04-10T11:37:14.001Z,master,[],[],git@gitlab.com:ohwr/project/cern-kicad.git,https://gitlab.com/ohwr/project/cern-kicad.git,https://gitlab.com/ohwr/project/cern-kicad,,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68856148,"The project is a set of Kicad Symbols and Footprints that are used in a
collection of smaller Kicad based sub projects. Each sub project will
use the common library to ease and standardise design but will be a
related implementation or documentation of a design. The topic for the
Library and designs are Photo Multiplier Tube (PMT) based particle and
optical detectors.

Whilst it is envisaged that each project will feature a PMT in some way.
Some designs may not, but will be tangibly related in some useful way to
particle detection and PMT's. For example a Divide by 10 HV PSU tester
has no PMT but is used when working with the HV supply’s for PMT's. A
High Voltage supply similarly has no PMT but is used with. A Geiger
Muller Tube based detector may be used as a trigger source for PMT based
particle detectors.

Each sub project is expected to be fully self contained (In it's own
subdirectory within the same repository as PMTLib) with the exception of
common Kicad Libraries and the inclusion of the PMTLib libraries and
foot prints. A sub project may include a simulation of the design. Such
simulations will be constructed using Open source Tools (ie QUCS or
similar). PCB Layouts, Datasheets, PDF's and Photographs of finished
designs may also be included. A sub project will contain at a minimum
a  
Schematic and a README doc detailing attribution,licensing and any
additional notes the designer wants to add.

Having mentioned the README doc the principle place for design related
notes is on the Schematic that defines the sub-project.

",PMTLib,pmtlib,ohwr/project/pmtlib,2025-04-10T11:35:39.311Z,master,[],[],git@gitlab.com:ohwr/project/pmtlib.git,https://gitlab.com/ohwr/project/pmtlib.git,https://gitlab.com/ohwr/project/pmtlib,https://gitlab.com/ohwr/project/pmtlib/-/blob/master/README,0,0,FALSE,FALSE,public,2091140,0,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
68856142,"AMC FMC Carrier is designed to support FMC boards. Equipped with Xilinx
Artix-7 FPGA. It allows to connect clock source to any clock input.  
[More info at the Wiki page](https://gitlab.com/ohwr/project/afc/-/wikis)

",AMC FMC Carrier AFC,afc,ohwr/project/afc,2025-04-10T11:35:21.256Z,master,[],[],git@gitlab.com:ohwr/project/afc.git,https://gitlab.com/ohwr/project/afc.git,https://gitlab.com/ohwr/project/afc,https://gitlab.com/ohwr/project/afc/-/blob/master/README.md,0,0,FALSE,FALSE,public,2091140,16,105425055,Projects,project,group,ohwr/project,105419409,https://gitlab.com/groups/ohwr/project
